name,long_name,label,type,spss_index,label_set_id,value_labels_json,non_missing_count,missing_count
P8_12,P8_12,"P.08) Na sua opinião, quais situações a seguir representam a forma como as pessoas manifestam o racismo? Alguma outra?",numeric,46,11,"{""1"": ""Violência verbal, como xingamentos ou ofensas"", ""2"": ""Tratamento desigual"", ""3"": ""Negação de oportunidades"", ""4"": ""Violência física, como agressões"", ""5"": ""Exclusão/isolamento/desprezo de um grupo de pessoas"", ""6"": ""Intolerância religiosa"", ""7"": ""Conflitos interpessoais, quando pessoas de um mesmo grupo apresentam opiniões diferentes em relação a algum assunto"", ""8"": ""Práticas ou ações que favorecem um determinado grupo de pessoas"", ""9"": ""Desigualdade de investimento em diferentes territórios, a depender do grupo que ali vive"", ""10"": ""Ações e medidas institucionais (do Estado e de organizações privadas ou públicas)"", ""11"": ""Negação da história, das contribuições e das potências de um determinado grupo de pessoas"", ""12"": ""Ignorar a existência de um determinado grupo de pessoas"", ""13"": ""Pressionar ou constranger alguém para mudar sua aparência (cabelo, roupas, etc.)"", ""97"": ""Nenhuma destas/Outras"", ""99"": ""Não sabe/ Não respondeu""}",71,1929
P8_13,P8_13,"P.08) Na sua opinião, quais situações a seguir representam a forma como as pessoas manifestam o racismo? Alguma outra?",numeric,47,11,"{""1"": ""Violência verbal, como xingamentos ou ofensas"", ""2"": ""Tratamento desigual"", ""3"": ""Negação de oportunidades"", ""4"": ""Violência física, como agressões"", ""5"": ""Exclusão/isolamento/desprezo de um grupo de pessoas"", ""6"": ""Intolerância religiosa"", ""7"": ""Conflitos interpessoais, quando pessoas de um mesmo grupo apresentam opiniões diferentes em relação a algum assunto"", ""8"": ""Práticas ou ações que favorecem um determinado grupo de pessoas"", ""9"": ""Desigualdade de investimento em diferentes territórios, a depender do grupo que ali vive"", ""10"": ""Ações e medidas institucionais (do Estado e de organizações privadas ou públicas)"", ""11"": ""Negação da história, das contribuições e das potências de um determinado grupo de pessoas"", ""12"": ""Ignorar a existência de um determinado grupo de pessoas"", ""13"": ""Pressionar ou constranger alguém para mudar sua aparência (cabelo, roupas, etc.)"", ""97"": ""Nenhuma destas/Outras"", ""99"": ""Não sabe/ Não respondeu""}",58,1942
P9_1,P9_1,"P.09) Na sua opinião, qual desses grupos de pessoas mais sofre racismo no Brasil? (1º lugar)",numeric,48,12,"{""1"": ""Pretos"", ""2"": ""Pardos"", ""3"": ""Indígenas"", ""4"": ""Quilombolas"", ""5"": ""Brancos"", ""6"": ""Asiáticos"", ""7"": ""Imigrantes latinos"", ""8"": ""Imigrantes africanos"", ""9"": ""Imigrantes asiáticos"", ""10"": ""Imigrantes europeus"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",2000,0
P9_2,P9_2,"P.09) Na sua opinião, qual desses grupos de pessoas mais sofre racismo no Brasil? (2º lugar)",numeric,49,12,"{""1"": ""Pretos"", ""2"": ""Pardos"", ""3"": ""Indígenas"", ""4"": ""Quilombolas"", ""5"": ""Brancos"", ""6"": ""Asiáticos"", ""7"": ""Imigrantes latinos"", ""8"": ""Imigrantes africanos"", ""9"": ""Imigrantes asiáticos"", ""10"": ""Imigrantes europeus"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",1955,45
P9_3,P9_3,"P.09) Na sua opinião, qual desses grupos de pessoas mais sofre racismo no Brasil? (3º lugar)",numeric,50,12,"{""1"": ""Pretos"", ""2"": ""Pardos"", ""3"": ""Indígenas"", ""4"": ""Quilombolas"", ""5"": ""Brancos"", ""6"": ""Asiáticos"", ""7"": ""Imigrantes latinos"", ""8"": ""Imigrantes africanos"", ""9"": ""Imigrantes asiáticos"", ""10"": ""Imigrantes europeus"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",1775,225
P10,P10,P.10) O(A) sr(a) diria que concorda ou discorda com a criminalização do racismo no Brasil?,numeric,51,13,"{""1"": ""Concorda totalmente"", ""2"": ""Concorda em parte"", ""3"": ""Não concorda, nem discorda"", ""4"": ""Discorda em parte"", ""5"": ""Discorda totalmente"", ""99"": ""Não sabe/ Não respondeu""}",2000,0
P11,P11,P.11) O(A) sr(a) acredita que as leis que criminalizam o racismo no Brasil são:,numeric,52,14,"{""1"": ""Suficientes apenas para evitar práticas racistas por parte das pessoas"", ""2"": ""Suficientes apenas para evitar práticas racistas por parte das instituições/empresas"", ""3"": ""Suficientes para evitar práticas racistas tanto por parte das pessoas, quanto das instituições/empresas"", ""4"": ""Não são suficientes para evitar práticas racistas"", ""99"": ""Não sabe/ Não respondeu""}",2000,0
P12,P12,P.12) O(A) sr(a) sabe ou já ouviu falar sobre racismo ambiental?,numeric,53,15,"{""1"": ""Sim"", ""2"": ""Não""}",2000,0
P13_1,P13_1,"P.13) Considerando tudo que o(a) sr(a) sabe ou já ouviu falar a respeito, a repetição de desastres ambientais em determinadas cidades e regiões do país acontecem por quais dessas razões? ",numeric,54,16,"{""1"": ""Descaso do poder público"", ""2"": ""Permissão inadequada da exploração de territórios"", ""3"": ""Ocupação desordenada das cidades"", ""4"": ""Falta de planejamento urbano nas periferias das cidades"", ""5"": ""Falta de garantia do direito à moradia adequada"", ""6"": ""Racismo ambiental"", ""7"": ""Falta de fiscalização por parte do poder público"", ""8"": ""Descumprimentos de normas ambientais pelas empresas públicas e privadas"", ""97"": ""Nenhuma destas"", ""99"": ""Não sabe/ Não respondeu""}",2000,0
P13_2,P13_2,"P.13) Considerando tudo que o(a) sr(a) sabe ou já ouviu falar a respeito, a repetição de desastres ambientais em determinadas cidades e regiões do país acontecem por quais dessas razões? Mais alguma?",numeric,55,16,"{""1"": ""Descaso do poder público"", ""2"": ""Permissão inadequada da exploração de territórios"", ""3"": ""Ocupação desordenada das cidades"", ""4"": ""Falta de planejamento urbano nas periferias das cidades"", ""5"": ""Falta de garantia do direito à moradia adequada"", ""6"": ""Racismo ambiental"", ""7"": ""Falta de fiscalização por parte do poder público"", ""8"": ""Descumprimentos de normas ambientais pelas empresas públicas e privadas"", ""97"": ""Nenhuma destas"", ""99"": ""Não sabe/ Não respondeu""}",1181,819
P13_3,P13_3,"P.13) Considerando tudo que o(a) sr(a) sabe ou já ouviu falar a respeito, a repetição de desastres ambientais em determinadas cidades e regiões do país acontecem por quais dessas razões? Alguma outra?",numeric,56,16,"{""1"": ""Descaso do poder público"", ""2"": ""Permissão inadequada da exploração de territórios"", ""3"": ""Ocupação desordenada das cidades"", ""4"": ""Falta de planejamento urbano nas periferias das cidades"", ""5"": ""Falta de garantia do direito à moradia adequada"", ""6"": ""Racismo ambiental"", ""7"": ""Falta de fiscalização por parte do poder público"", ""8"": ""Descumprimentos de normas ambientais pelas empresas públicas e privadas"", ""97"": ""Nenhuma destas"", ""99"": ""Não sabe/ Não respondeu""}",733,1267
P13_4,P13_4,"P.13) Considerando tudo que o(a) sr(a) sabe ou já ouviu falar a respeito, a repetição de desastres ambientais em determinadas cidades e regiões do país acontecem por quais dessas razões? Alguma outra?",numeric,57,16,"{""1"": ""Descaso do poder público"", ""2"": ""Permissão inadequada da exploração de territórios"", ""3"": ""Ocupação desordenada das cidades"", ""4"": ""Falta de planejamento urbano nas periferias das cidades"", ""5"": ""Falta de garantia do direito à moradia adequada"", ""6"": ""Racismo ambiental"", ""7"": ""Falta de fiscalização por parte do poder público"", ""8"": ""Descumprimentos de normas ambientais pelas empresas públicas e privadas"", ""97"": ""Nenhuma destas"", ""99"": ""Não sabe/ Não respondeu""}",179,1821
P13_5,P13_5,"P.13) Considerando tudo que o(a) sr(a) sabe ou já ouviu falar a respeito, a repetição de desastres ambientais em determinadas cidades e regiões do país acontecem por quais dessas razões? Alguma outra?",numeric,58,16,"{""1"": ""Descaso do poder público"", ""2"": ""Permissão inadequada da exploração de territórios"", ""3"": ""Ocupação desordenada das cidades"", ""4"": ""Falta de planejamento urbano nas periferias das cidades"", ""5"": ""Falta de garantia do direito à moradia adequada"", ""6"": ""Racismo ambiental"", ""7"": ""Falta de fiscalização por parte do poder público"", ""8"": ""Descumprimentos de normas ambientais pelas empresas públicas e privadas"", ""97"": ""Nenhuma destas"", ""99"": ""Não sabe/ Não respondeu""}",102,1898
P13_6,P13_6,"P.13) Considerando tudo que o(a) sr(a) sabe ou já ouviu falar a respeito, a repetição de desastres ambientais em determinadas cidades e regiões do país acontecem por quais dessas razões? Alguma outra?",numeric,59,16,"{""1"": ""Descaso do poder público"", ""2"": ""Permissão inadequada da exploração de territórios"", ""3"": ""Ocupação desordenada das cidades"", ""4"": ""Falta de planejamento urbano nas periferias das cidades"", ""5"": ""Falta de garantia do direito à moradia adequada"", ""6"": ""Racismo ambiental"", ""7"": ""Falta de fiscalização por parte do poder público"", ""8"": ""Descumprimentos de normas ambientais pelas empresas públicas e privadas"", ""97"": ""Nenhuma destas"", ""99"": ""Não sabe/ Não respondeu""}",73,1927
P13_7,P13_7,"P.13) Considerando tudo que o(a) sr(a) sabe ou já ouviu falar a respeito, a repetição de desastres ambientais em determinadas cidades e regiões do país acontecem por quais dessas razões? Alguma outra?",numeric,60,16,"{""1"": ""Descaso do poder público"", ""2"": ""Permissão inadequada da exploração de territórios"", ""3"": ""Ocupação desordenada das cidades"", ""4"": ""Falta de planejamento urbano nas periferias das cidades"", ""5"": ""Falta de garantia do direito à moradia adequada"", ""6"": ""Racismo ambiental"", ""7"": ""Falta de fiscalização por parte do poder público"", ""8"": ""Descumprimentos de normas ambientais pelas empresas públicas e privadas"", ""97"": ""Nenhuma destas"", ""99"": ""Não sabe/ Não respondeu""}",56,1944
P13_8,P13_8,"P.13) Considerando tudo que o(a) sr(a) sabe ou já ouviu falar a respeito, a repetição de desastres ambientais em determinadas cidades e regiões do país acontecem por quais dessas razões? Alguma outra?",numeric,61,16,"{""1"": ""Descaso do poder público"", ""2"": ""Permissão inadequada da exploração de territórios"", ""3"": ""Ocupação desordenada das cidades"", ""4"": ""Falta de planejamento urbano nas periferias das cidades"", ""5"": ""Falta de garantia do direito à moradia adequada"", ""6"": ""Racismo ambiental"", ""7"": ""Falta de fiscalização por parte do poder público"", ""8"": ""Descumprimentos de normas ambientais pelas empresas públicas e privadas"", ""97"": ""Nenhuma destas"", ""99"": ""Não sabe/ Não respondeu""}",43,1957
P14_1,P14_1,P.14) Quais dos temas presentes a seguir o(a) sr(a) aprendeu na escola? ,numeric,62,17,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""8"": ""Nenhum desses"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",2000,0
P14_2,P14_2,P.14) Quais dos temas presentes a seguir o(a) sr(a) aprendeu na escola? Mais algum?,numeric,63,17,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""8"": ""Nenhum desses"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",1033,967
P14_3,P14_3,P.14) Quais dos temas presentes a seguir o(a) sr(a) aprendeu na escola? Mais algum?,numeric,64,17,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""8"": ""Nenhum desses"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",635,1365
P14_4,P14_4,P.14) Quais dos temas presentes a seguir o(a) sr(a) aprendeu na escola? Mais algum?,numeric,65,17,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""8"": ""Nenhum desses"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",254,1746
P14_5,P14_5,P.14) Quais dos temas presentes a seguir o(a) sr(a) aprendeu na escola? Mais algum?,numeric,66,17,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""8"": ""Nenhum desses"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",124,1876
P14_6,P14_6,P.14) Quais dos temas presentes a seguir o(a) sr(a) aprendeu na escola? Mais algum?,numeric,67,17,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""8"": ""Nenhum desses"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",92,1908
P14_7,P14_7,P.14) Quais dos temas presentes a seguir o(a) sr(a) aprendeu na escola? Mais algum?,numeric,68,17,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""8"": ""Nenhum desses"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",54,1946
P15A,P15A,"P.15A) O(A) sr(a) considera que o racismo foi abordado de forma muito adequada, pouco adequada ou nada adequada?",numeric,69,18,"{""1"": ""Muito adequada"", ""2"": ""Pouco adequada"", ""3"": ""Nada adequada"", ""99"": ""Não sabe/ Não respondeu""}",730,1270
P15B,P15B,"P.15B) O(A) sr(a) considera que a história e cultura afro-brasileira foi abordada de forma muito adequada, pouco adequada ou nada adequada?",numeric,70,18,"{""1"": ""Muito adequada"", ""2"": ""Pouco adequada"", ""3"": ""Nada adequada"", ""99"": ""Não sabe/ Não respondeu""}",927,1073
P15C,P15C,"P.15C) O(A) sr(a) considera que a história e cultura indígena foi abordada de forma muito adequada, pouco adequada ou nada adequada?",numeric,71,18,"{""1"": ""Muito adequada"", ""2"": ""Pouco adequada"", ""3"": ""Nada adequada"", ""99"": ""Não sabe/ Não respondeu""}",1030,970
P15D,P15D,"P.15D) O(A) sr(a) considera que a história e cultura africana foi abordada de forma muito adequada, pouco adequada ou nada adequada?",numeric,72,18,"{""1"": ""Muito adequada"", ""2"": ""Pouco adequada"", ""3"": ""Nada adequada"", ""99"": ""Não sabe/ Não respondeu""}",507,1493
P15E,P15E,"P.15E) O(A) sr(a) considera que a história das contribuições e do protagonismo das mulheres foi abordada de forma muito adequada, pouco adequada ou nada adequada?",numeric,73,18,"{""1"": ""Muito adequada"", ""2"": ""Pouco adequada"", ""3"": ""Nada adequada"", ""99"": ""Não sabe/ Não respondeu""}",192,1808
P15F,P15F,"P.15F) O(A) sr(a) considera que o gênero, busca de igualdade entre homens e mulheres, além da forma como a sociedade entende as pessoas do sexo masculino e feminino foi abordado de forma muito adequada, pouco adequada ou nada adequada?",numeric,74,18,"{""1"": ""Muito adequada"", ""2"": ""Pouco adequada"", ""3"": ""Nada adequada"", ""99"": ""Não sabe/ Não respondeu""}",273,1727
P15G,P15G,"P.15G) O(A) sr(a) considera que a sexualidade, atração sexual e afetiva compartilhada entre as pessoas foi abordada de forma muito adequada, pouco adequada ou nada adequada?",numeric,75,18,"{""1"": ""Muito adequada"", ""2"": ""Pouco adequada"", ""3"": ""Nada adequada"", ""99"": ""Não sabe/ Não respondeu""}",166,1834
P16_1,P16_1,"P.16) Dentre esses temas, quais o(a) sr(a) considera importantes de serem ensinados ou debatidos para a formação nas escolas? ",numeric,76,19,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",2000,0
P16_2,P16_2,"P.16) Dentre esses temas, quais o(a) sr(a) considera importantes de serem ensinados ou debatidos para a formação nas escolas? Mais algum? ",numeric,77,19,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",1164,836
P16_3,P16_3,"P.16) Dentre esses temas, quais o(a) sr(a) considera importantes de serem ensinados ou debatidos para a formação nas escolas? Algum outro?",numeric,78,19,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",794,1206
P16_4,P16_4,"P.16) Dentre esses temas, quais o(a) sr(a) considera importantes de serem ensinados ou debatidos para a formação nas escolas? Algum outro?",numeric,79,19,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",420,1580
P16_5,P16_5,"P.16) Dentre esses temas, quais o(a) sr(a) considera importantes de serem ensinados ou debatidos para a formação nas escolas? Algum outro?",numeric,80,19,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",294,1706
P16_6,P16_6,"P.16) Dentre esses temas, quais o(a) sr(a) considera importantes de serem ensinados ou debatidos para a formação nas escolas? Algum outro?",numeric,81,19,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",250,1750
P16_7,P16_7,"P.16) Dentre esses temas, quais o(a) sr(a) considera importantes de serem ensinados ou debatidos para a formação nas escolas? Algum outro?",numeric,82,19,"{""1"": ""Racismo"", ""2"": ""História e cultura afro-brasileira"", ""3"": ""História e cultura indígena"", ""4"": ""História e cultura africana"", ""5"": ""História das contribuições e do protagonismo das mulheres"", ""6"": ""Gênero, busca de igualdade entre homens e mulheres/forma como a sociedade entende pessoas do sexo masculino e feminino"", ""7"": ""Sexualidade, atração sexual e afetiva compartilhada entre as pessoas"", ""97"": ""Nenhum destes"", ""99"": ""Não sabe/ Não respondeu""}",211,1789
P17_1,P17_1,"P.17) Independente de estar ou não estudando neste momento, o(a) sr(a) diria que já sofreu algum desses tipos de violência na escola?",numeric,83,20,"{""1"": ""Violência física, como agressões físicas, empurrões, tapas, etc."", ""2"": ""Violência psicológica, como ameaças, humilhação, xingamentos, insultos, chantagem, etc."", ""3"": ""Violência/Assédio sexual, qualquer ato ou tentativa de obter ato sexual, investidas/ comentários sexuais indesejávei"", ""4"": ""Violência patrimonial, como ter objetos pessoais destruídos, danificados, furtados ou roubados"", ""5"": ""Violência moral, como difamação, espalhar mentiras e exposição da vida íntima"", ""97"": ""Não sofreu nenhum desses tipos de violência na escola"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",2000,0
P17_2,P17_2,"P.17) Independente de estar ou não estudando neste momento, o(a) sr(a) diria que já sofreu algum desses tipos de violência na escola? Mais algum? ",numeric,84,20,"{""1"": ""Violência física, como agressões físicas, empurrões, tapas, etc."", ""2"": ""Violência psicológica, como ameaças, humilhação, xingamentos, insultos, chantagem, etc."", ""3"": ""Violência/Assédio sexual, qualquer ato ou tentativa de obter ato sexual, investidas/ comentários sexuais indesejávei"", ""4"": ""Violência patrimonial, como ter objetos pessoais destruídos, danificados, furtados ou roubados"", ""5"": ""Violência moral, como difamação, espalhar mentiras e exposição da vida íntima"", ""97"": ""Não sofreu nenhum desses tipos de violência na escola"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",266,1734
P17_3,P17_3,"P.17) Independente de estar ou não estudando neste momento, o(a) sr(a) diria que já sofreu algum desses tipos de violência na escola? Algum outro?",numeric,85,20,"{""1"": ""Violência física, como agressões físicas, empurrões, tapas, etc."", ""2"": ""Violência psicológica, como ameaças, humilhação, xingamentos, insultos, chantagem, etc."", ""3"": ""Violência/Assédio sexual, qualquer ato ou tentativa de obter ato sexual, investidas/ comentários sexuais indesejávei"", ""4"": ""Violência patrimonial, como ter objetos pessoais destruídos, danificados, furtados ou roubados"", ""5"": ""Violência moral, como difamação, espalhar mentiras e exposição da vida íntima"", ""97"": ""Não sofreu nenhum desses tipos de violência na escola"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",117,1883
P17_4,P17_4,"P.17) Independente de estar ou não estudando neste momento, o(a) sr(a) diria que já sofreu algum desses tipos de violência na escola? Algum outro?",numeric,86,20,"{""1"": ""Violência física, como agressões físicas, empurrões, tapas, etc."", ""2"": ""Violência psicológica, como ameaças, humilhação, xingamentos, insultos, chantagem, etc."", ""3"": ""Violência/Assédio sexual, qualquer ato ou tentativa de obter ato sexual, investidas/ comentários sexuais indesejávei"", ""4"": ""Violência patrimonial, como ter objetos pessoais destruídos, danificados, furtados ou roubados"", ""5"": ""Violência moral, como difamação, espalhar mentiras e exposição da vida íntima"", ""97"": ""Não sofreu nenhum desses tipos de violência na escola"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",30,1970
P17_5,P17_5,"P.17) Independente de estar ou não estudando neste momento, o(a) sr(a) diria que já sofreu algum desses tipos de violência na escola? Algum outro?",numeric,87,20,"{""1"": ""Violência física, como agressões físicas, empurrões, tapas, etc."", ""2"": ""Violência psicológica, como ameaças, humilhação, xingamentos, insultos, chantagem, etc."", ""3"": ""Violência/Assédio sexual, qualquer ato ou tentativa de obter ato sexual, investidas/ comentários sexuais indesejávei"", ""4"": ""Violência patrimonial, como ter objetos pessoais destruídos, danificados, furtados ou roubados"", ""5"": ""Violência moral, como difamação, espalhar mentiras e exposição da vida íntima"", ""97"": ""Não sofreu nenhum desses tipos de violência na escola"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",12,1988
P18_1,P18_1,"P.18) Na sua opinião, o que motivou a violência que o(a) sr(a) sofreu na escola?",numeric,88,21,"{""1"": ""Raça/Cor/Etnia"", ""2"": ""Classe social"", ""3"": ""Gênero ou sexo"", ""4"": ""Local de moradia (cidade, região da cidade, bairro, comunidade)"", ""5"": ""Deficiência (auditiva, visual, intelectual e motora)"", ""6"": ""Orientação sexual (heterossexual, homossexual)"", ""7"": ""Local de origem/onde nasceu (país ou região do país)"", ""8"": ""Religião"", ""9"": ""Opinião política"", ""10"": ""Aparência física"", ""97"": ""Nenhuma destas/Outras"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",689,1311
P18_2,P18_2,"P.18) Na sua opinião, o que motivou a violência que o(a) sr(a) sofreu na escola? Mais algum?",numeric,89,22,"{""1"": ""Raça/Cor/Etnia"", ""2"": ""Classe social"", ""3"": ""Gênero ou sexo"", ""4"": ""Local de moradia (cidade, região da cidade, bairro, comunidade)"", ""5"": ""Deficiência (auditiva, visual, intelectual e motora)"", ""6"": ""Orientação sexual (heterossexual, homossexual)"", ""7"": ""Local de origem/onde nasceu (país ou região do país)"", ""8"": ""Religião"", ""9"": ""Opinião política"", ""10"": ""Aparência física"", ""97"": ""Nenhuma destas/Outras"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",190,1810
P18_3,P18_3,"P.18) Na sua opinião, o que motivou a violência que o(a) sr(a) sofreu na escola? Algum outro?",numeric,90,22,"{""1"": ""Raça/Cor/Etnia"", ""2"": ""Classe social"", ""3"": ""Gênero ou sexo"", ""4"": ""Local de moradia (cidade, região da cidade, bairro, comunidade)"", ""5"": ""Deficiência (auditiva, visual, intelectual e motora)"", ""6"": ""Orientação sexual (heterossexual, homossexual)"", ""7"": ""Local de origem/onde nasceu (país ou região do país)"", ""8"": ""Religião"", ""9"": ""Opinião política"", ""10"": ""Aparência física"", ""97"": ""Nenhuma destas/Outras"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",79,1921
P18_4,P18_4,"P.18) Na sua opinião, o que motivou a violência que o(a) sr(a) sofreu na escola? Algum outro?",numeric,91,22,"{""1"": ""Raça/Cor/Etnia"", ""2"": ""Classe social"", ""3"": ""Gênero ou sexo"", ""4"": ""Local de moradia (cidade, região da cidade, bairro, comunidade)"", ""5"": ""Deficiência (auditiva, visual, intelectual e motora)"", ""6"": ""Orientação sexual (heterossexual, homossexual)"", ""7"": ""Local de origem/onde nasceu (país ou região do país)"", ""8"": ""Religião"", ""9"": ""Opinião política"", ""10"": ""Aparência física"", ""97"": ""Nenhuma destas/Outras"", ""99"": ""Não sabe/ Não lembra/ Não respondeu""}",9,1991
